invoice_id,vendor,category,invoice_date,due_date,payment_terms,amount,tax_amount,label
INV-01402,Falcon Freight Co,Consulting,2025-08-15,2025-09-27,Net 15,1944.84,233.38,Duplicate
INV-00690,Horizon Software Inc,IT Services,2025-12-06,2025-12-21,Net 15,1456.61,72.83,Valid
INV-00852,Bluewave Logistics,Security,2025-11-29,2026-01-28,Net 15,,198.38,Missing Info
INV-00160,Ironclad Security,Logistics,2026-02-26,2026-03-28,Net 15,2255.66,112.78,Valid
INV-00896,Ironclad Security,Marketing,2026-02-01,2026-02-16,Net 60,1971.51,98.58,Valid
INV-01188,Crestline IT Services,Software License,2026-03-31,2026-04-30,Net 30,1315.74,65.79,Valid
INV-00258,Crestline IT Services,Facilities,2025-10-26,2025-12-25,Net 30,1204.22,60.21,Valid
INV-00336,Apex Office Supplies,Office Supplies,2025-04-02,2025-05-02,Net 30,3314.82,596.67,Valid
INV-01406,Ironclad Security,Marketing,2026-05-21,2026-06-02,Net 60,2100.74,252.09,Duplicate
INV-01040,Bluewave Logistics,Office Supplies,2025-02-23,2025-03-25,Net 60,3445.36,172.27,Valid
INV-00516,Junction Marketing Group,Logistics,2025-04-22,2025-05-22,Net 60,1938.88,96.94,Valid
INV-01016,Delta Print Solutions,Facilities,2025-11-03,2026-01-02,Net 60,10.0,0.5,Valid
INV-00769,Junction Marketing Group,,2025-10-09,2025-12-08,Net 60,2613.85,130.69,Missing Info
INV-01315,Falcon Freight Co,Security,2026-04-21,2026-06-20,Net 15,1784.99,89.25,Valid
INV-00762,Ironclad Security,Marketing,2025-01-10,2025-02-24,Net 15,1753.42,87.67,Valid
INV-01102,Horizon Software Inc,Security,2025-03-10,2025-04-24,Net 60,1305.05,234.91,Valid
INV-00522,Bluewave Logistics,IT Services,2026-04-19,2026-05-04,Net 15,3594.36,179.72,Valid
INV-00023,Junction Marketing Group,IT Services,2025-11-28,2026-01-27,Net 45,2040.17,102.01,Valid
INV-00357,Ironclad Security,Office Supplies,2025-03-03,2025-03-18,Net 45,2547.25,305.67,Valid
INV-01270,Crestline IT Services,Security,2026-03-16,2026-05-15,Net 45,923.6,110.83,Valid
INV-00341,Crestline IT Services,Consulting,2025-01-15,2025-03-01,Net 30,1198.21,143.79,Valid
INV-00432,Bluewave Logistics,Facilities,2025-05-26,2025-07-10,Net 60,3306.12,396.73,Valid
INV-00474,Apex Office Supplies,Software License,2025-01-09,2025-02-23,Net 30,2860.33,143.02,Valid
INV-00218,Apex Office Supplies,Software License,2026-04-16,2026-05-01,Net 60,1686.63,202.4,Valid
INV-00912,Crestline IT Services,IT Services,2025-02-03,2025-03-20,Net 15,1281.0,153.72,Valid
INV-01203,Greenfield Consulting,IT Services,2026-03-10,2026-04-24,Net 15,4038.29,201.91,Valid
INV-01012,Bluewave Logistics,Security,2025-08-20,2025-09-04,Net 15,3856.28,462.75,Valid
INV-01457,Apex Office Supplies,IT Services,2025-09-06,2025-11-01,Net 45,2680.86,321.7,Duplicate
INV-00094,Apex Office Supplies,IT Services,2025-02-23,2025-04-09,Net 15,2128.44,106.42,Valid
INV-01009,Horizon Software Inc,Office Supplies,2025-01-20,2025-03-21,Net 15,1712.75,85.64,Valid
INV-01071,Crestline IT Services,Office Supplies,2026-05-24,2026-06-23,Net 45,5.0,70.88,Amount Anomaly
INV-00697,Crestline IT Services,Software License,2025-08-14,2025-09-13,Net 45,1088.09,195.86,Valid
INV-00997,Ironclad Security,Office Supplies,2025-12-12,2026-01-11,Net 15,2838.92,340.67,Valid
INV-00154,Crestline IT Services,Facilities,2025-03-18,2025-05-17,Net 60,1044.41,125.33,Valid
INV-01448,Horizon Software Inc,Logistics,2025-12-30,2026-01-25,Net 60,1121.51,201.87,Duplicate
INV-01496,Everline Facilities,Office Supplies,2026-05-08,2026-05-18,Net 45,3324.8,398.98,Duplicate
INV-00790,Greenfield Consulting,Logistics,2025-06-21,2025-07-21,Net 30,4169.12,208.46,Valid
INV-00581,Falcon Freight Co,Marketing,2025-01-21,2025-03-07,Net 45,382.41,45.89,Valid
INV-00704,Falcon Freight Co,Marketing,2025-05-12,2025-06-11,Net 15,548.27,27.41,Valid
INV-01317,Ironclad Security,Software License,2025-05-09,2025-06-23,Net 60,1769.34,318.48,Valid
INV-00488,Greenfield Consulting,Logistics,2026-02-16,2026-03-03,Net 45,4385.97,789.47,Valid
INV-00560,Greenfield Consulting,Consulting,2025-09-29,2025-11-13,Net 15,3696.22,443.55,Valid
INV-00802,Everline Facilities,Consulting,2025-01-10,2025-03-11,Net 15,3734.93,448.19,Valid
INV-00513,Junction Marketing Group,Logistics,2025-03-05,2025-05-04,Net 30,2522.67,454.08,Valid
INV-00634,Falcon Freight Co,Office Supplies,2026-03-13,2026-03-28,Net 15,1134.93,56.75,Valid
INV-01340,Everline Facilities,Office Supplies,2026-03-07,2026-05-06,Net 60,7671.62,199.4,Amount Anomaly
INV-01336,Ironclad Security,Office Supplies,2025-10-08,2025-11-07,Net 45,1026.97,184.85,Valid
INV-00791,Everline Facilities,Software License,2025-03-23,2025-04-22,Net 15,3337.33,166.87,Valid
INV-00117,Everline Facilities,Marketing,2025-02-16,2025-03-03,Net 30,2572.26,463.01,Valid
INV-00741,Delta Print Solutions,IT Services,2025-11-20,2026-01-19,Net 30,1109.82,133.18,Valid
INV-01082,Ironclad Security,Software License,2025-11-05,2025-11-20,Net 60,935.27,46.76,Valid
INV-00831,Crestline IT Services,Consulting,2025-01-20,2025-03-06,Net 45,1262.58,227.26,Valid
INV-00120,Horizon Software Inc,Security,2025-04-27,2025-05-12,Net 15,1672.19,200.66,Valid
INV-00657,Horizon Software Inc,Software License,2025-07-15,2025-08-29,Net 15,1239.95,62.0,Valid
INV-00636,Bluewave Logistics,IT Services,2026-01-17,2026-03-03,Net 60,4378.73,218.94,Valid
INV-00370,Ironclad Security,Software License,2026-05-23,2026-06-07,Net 45,1939.37,232.72,Valid
INV-00269,Greenfield Consulting,Security,2025-12-14,2026-01-13,Net 45,4776.34,573.16,Valid
INV-00656,Everline Facilities,Software License,2025-07-20,2025-08-19,Net 30,1970.0,98.5,Valid
INV-00936,Falcon Freight Co,Logistics,2026-05-11,2026-06-25,Net 15,866.86,104.02,Valid
INV-00823,Crestline IT Services,Facilities,2026-05-27,2026-06-11,Net 15,1408.0,253.44,Valid
INV-00867,Apex Office Supplies,Office Supplies,2025-09-06,2025-10-06,Net 45,1810.76,217.29,Valid
INV-00047,Junction Marketing Group,Consulting,2025-04-13,2025-04-28,Net 45,2107.58,379.36,Valid
INV-01289,Crestline IT Services,Security,2025-05-28,2025-06-27,Net 30,1314.32,157.72,Valid
INV-00992,Horizon Software Inc,Software License,2026-06-30,2026-07-30,Net 60,1463.27,175.59,Valid
INV-00877,Crestline IT Services,Facilities,2025-01-19,2025-03-05,Net 45,1425.23,256.54,Valid
INV-00774,Crestline IT Services,Security,2025-09-27,2025-10-27,Net 45,854.62,102.55,Valid
INV-00005,Falcon Freight Co,Facilities,2025-10-12,2025-11-11,Net 15,1734.28,86.71,Valid
INV-01004,Everline Facilities,Facilities,2025-03-05,2025-05-04,Net 15,3457.67,414.92,Valid
INV-01300,Falcon Freight Co,Consulting,2025-04-02,2025-06-01,Net 60,10.0,1.2,Valid
INV-00264,Horizon Software Inc,IT Services,2026-05-06,2026-06-05,Net 60,1230.21,61.51,Valid
INV-01182,Ironclad Security,Office Supplies,2025-08-31,2025-10-30,Net 60,2127.28,255.27,Valid
INV-01395,Horizon Software Inc,Security,2025-08-28,2025-10-27,Net 45,1621.55,291.88,Valid
INV-00444,Junction Marketing Group,IT Services,2025-03-28,2025-04-27,Net 30,2079.76,249.57,Valid
INV-01003,Everline Facilities,Logistics,2026-03-14,2026-04-28,Net 15,3014.2,361.7,Valid
INV-01078,Crestline IT Services,Logistics,2025-06-14,2025-07-29,Net 30,1212.95,60.65,Valid
INV-00838,Bluewave Logistics,Software License,2026-04-25,2026-05-10,Net 45,4411.14,529.34,Valid
INV-01470,Junction Marketing Group,Software License,2025-05-07,2025-06-01,Net 45,2795.66,139.78,Duplicate
INV-00305,Apex Office Supplies,Security,2025-04-03,2025-06-02,Net 30,2259.68,406.74,Valid
INV-01173,Greenfield Consulting,Logistics,2026-01-08,2026-01-23,Net 30,4382.76,525.93,Valid
INV-00314,Ironclad Security,Logistics,2026-04-13,2026-05-13,Net 45,2162.73,389.29,Valid
INV-00150,Junction Marketing Group,Office Supplies,2026-01-28,2026-02-27,Net 45,2569.18,308.3,Valid
INV-00575,Everline Facilities,Software License,2026-06-17,2026-08-16,Net 15,3247.65,162.38,Valid
INV-00051,Everline Facilities,Facilities,2025-10-16,2025-11-15,Net 30,3162.12,569.18,Valid
INV-01170,Apex Office Supplies,Logistics,2025-07-26,2025-08-25,Net 15,2905.59,348.67,Valid
INV-00727,Crestline IT Services,Office Supplies,2025-06-14,2025-07-14,Net 30,1071.37,192.85,Valid
INV-00834,Bluewave Logistics,Logistics,2026-06-20,2026-07-05,Net 30,3518.35,175.92,Valid
INV-01116,Greenfield Consulting,Security,2025-04-25,2025-05-10,Net 60,4350.9,217.54,Valid
INV-00471,,Software License,2026-01-16,2026-02-15,Net 45,3458.36,172.92,Missing Info
INV-00972,Crestline IT Services,IT Services,2026-05-14,2026-07-13,Net 30,1385.62,69.28,Valid
INV-00654,Falcon Freight Co,Facilities,2025-12-30,2026-02-13,Net 15,1442.85,259.71,Valid
INV-00400,Bluewave Logistics,Consulting,2025-11-03,2025-12-03,Net 60,,612.98,Missing Info
INV-00512,Bluewave Logistics,Software License,2025-04-08,2025-05-08,Net 15,3818.93,687.41,Valid
INV-00321,Junction Marketing Group,Security,2025-04-23,2025-05-23,Net 45,2192.92,109.65,Valid
INV-00020,Falcon Freight Co,Logistics,2025-04-25,2025-06-09,Net 60,10.0,1.2,Valid
INV-00685,,Marketing,2026-01-31,2026-03-17,Net 15,3522.65,634.08,Missing Info
INV-00036,Horizon Software Inc,IT Services,2025-09-13,2025-09-28,Net 15,1230.27,147.63,Valid
INV-00903,Bluewave Logistics,Logistics,2026-06-21,2026-08-20,Net 60,3562.25,641.2,Valid
INV-00828,Delta Print Solutions,Security,2025-07-11,2025-08-25,Net 45,1031.48,123.78,Valid
INV-01343,Everline Facilities,Security,2025-03-06,2025-03-21,Net 60,2324.1,116.2,Valid
INV-00408,Everline Facilities,IT Services,2026-04-01,2026-05-16,Net 30,3783.73,454.05,Valid
INV-00921,Everline Facilities,Office Supplies,2025-07-18,2025-08-02,Net 60,2596.72,129.84,Valid
INV-00538,Junction Marketing Group,Office Supplies,2025-11-22,2026-01-06,Net 45,2521.06,453.79,Valid
INV-00759,Horizon Software Inc,Facilities,2026-01-22,2026-03-23,Net 60,1460.22,73.01,Valid
INV-01063,Horizon Software Inc,Logistics,2025-02-11,2025-03-28,Net 15,1660.96,199.32,Valid
INV-00246,,Software License,2026-03-28,2026-05-27,Net 60,2425.67,291.08,Missing Info
INV-01128,Falcon Freight Co,Marketing,2026-05-21,2026-06-05,Net 60,690.45,82.85,Valid
INV-00785,,Security,2025-11-29,2026-01-28,Net 15,1323.49,238.23,Missing Info
INV-00490,Ironclad Security,IT Services,2025-12-01,2026-01-30,Net 45,1641.44,295.46,Valid
INV-00155,Bluewave Logistics,Security,2025-12-03,2026-02-01,Net 15,3332.26,399.87,Valid
INV-00962,Bluewave Logistics,Office Supplies,2025-08-11,2025-09-10,Net 30,2535.83,456.45,Valid
INV-00854,Apex Office Supplies,Software License,2025-12-09,2026-01-23,Net 15,3724.24,446.91,Valid
INV-00626,Junction Marketing Group,IT Services,2025-05-21,2025-07-20,Net 45,2950.9,147.55,Valid
INV-00686,Ironclad Security,Office Supplies,2026-01-19,2026-03-20,Net 45,2359.32,283.12,Valid
INV-00570,Junction Marketing Group,IT Services,2025-08-30,2025-10-29,Net 60,2519.18,302.3,Valid
INV-01425,Apex Office Supplies,Office Supplies,2025-07-16,2025-08-29,Net 45,3399.53,407.94,Duplicate
INV-00018,Crestline IT Services,Software License,2026-03-09,2026-03-24,Net 60,980.81,117.7,Valid
INV-00128,Bluewave Logistics,Consulting,2025-08-28,2025-10-12,Net 60,3889.81,700.17,Valid
INV-00928,Horizon Software Inc,Marketing,2026-02-28,2026-03-15,Net 45,1295.56,233.2,Valid
INV-00981,Greenfield Consulting,Logistics,2025-12-28,2026-02-11,Net 15,4692.96,563.16,Valid
INV-01468,Ironclad Security,Office Supplies,2025-11-06,2026-01-04,Net 15,2109.2,379.66,Duplicate
INV-00191,Horizon Software Inc,Consulting,2026-01-06,2026-01-21,Net 15,1435.84,172.3,Valid
INV-01140,Bluewave Logistics,Consulting,2026-06-17,2026-08-16,Net 45,4318.13,518.18,Valid
INV-00993,Everline Facilities,Marketing,2025-05-29,2025-07-28,Net 60,3830.18,191.51,Valid
INV-01462,Everline Facilities,Marketing,2025-08-29,2025-10-24,Net 60,3172.68,380.72,Duplicate
INV-01250,Apex Office Supplies,Facilities,2026-06-25,2026-07-10,Net 15,1103.23,132.39,Valid
INV-00607,Bluewave Logistics,IT Services,2026-04-27,2026-05-12,Net 60,,858.75,Missing Info
INV-00181,Junction Marketing Group,Facilities,2026-02-22,2026-04-08,Net 30,2175.18,108.76,Valid
INV-00302,Crestline IT Services,Software License,2025-04-10,2025-04-25,Net 60,1137.18,136.46,Valid
INV-00497,Horizon Software Inc,Security,2026-06-08,2026-07-23,Net 30,1263.64,63.18,Valid
INV-01290,Ironclad Security,Consulting,2026-06-26,2026-07-11,Net 60,1449.21,260.86,Valid
INV-01254,Junction Marketing Group,Software License,2026-04-25,2026-05-25,Net 60,2819.35,338.32,Valid
INV-01236,Crestline IT Services,Software License,2026-02-07,2026-02-22,Net 45,1376.45,68.82,Valid
INV-00518,Horizon Software Inc,IT Services,2025-11-12,2026-01-11,Net 15,1041.64,125.0,Valid
INV-01070,Everline Facilities,Marketing,2025-03-20,2025-04-04,Net 15,3461.17,173.06,Valid
INV-00477,Crestline IT Services,Office Supplies,2025-05-27,2025-06-11,Net 30,1218.27,219.29,Valid
INV-00158,Crestline IT Services,Facilities,2025-11-03,2025-11-18,Net 15,1273.45,63.67,Valid
INV-01196,Crestline IT Services,Software License,2025-05-01,2025-05-16,Net 60,1057.13,190.28,Valid
INV-00017,Ironclad Security,IT Services,2026-05-21,2026-06-05,Net 30,1862.78,93.14,Valid
INV-01073,Apex Office Supplies,Office Supplies,2025-10-26,2025-11-25,Net 30,1987.13,99.36,Valid
INV-00547,Everline Facilities,Office Supplies,2025-10-29,2025-11-28,Net 60,3723.9,186.2,Valid
INV-00659,Apex Office Supplies,Software License,2026-06-28,2026-07-13,Net 60,1107.98,199.44,Valid
INV-01325,Falcon Freight Co,Facilities,2025-08-04,2025-10-03,Net 15,717.71,129.19,Valid
INV-01020,Falcon Freight Co,Consulting,2025-02-13,2025-04-14,Net 60,1818.67,90.93,Valid
INV-01332,Delta Print Solutions,Office Supplies,2025-08-28,2025-10-27,Net 45,1421.31,170.56,Valid
INV-00960,Ironclad Security,Marketing,2025-04-10,2025-06-09,Net 60,986.05,49.3,Valid
INV-01408,Greenfield Consulting,Facilities,2025-11-24,2025-12-05,Net 60,4112.91,205.65,Duplicate
INV-00284,Ironclad Security,Logistics,2025-10-25,,Net 45,2163.33,108.17,Missing Info
INV-00798,Junction Marketing Group,Security,2026-03-22,2026-05-06,Net 30,2503.48,300.42,Valid
INV-00226,Junction Marketing Group,Facilities,2026-04-05,2026-05-20,Net 30,2408.89,433.6,Valid
INV-00027,Greenfield Consulting,Security,2026-01-18,2026-03-19,Net 15,,759.1,Missing Info
INV-00438,Crestline IT Services,Consulting,2026-03-19,2026-05-18,Net 60,1307.53,65.38,Valid
INV-01456,Bluewave Logistics,Marketing,2026-05-02,2026-05-28,Net 30,3910.18,703.83,Duplicate
INV-00230,Bluewave Logistics,Office Supplies,2025-04-03,2025-06-02,Net 60,3620.35,434.44,Valid
INV-00038,Horizon Software Inc,,2026-05-08,2026-06-07,Net 30,1457.91,174.95,Missing Info
INV-00750,Greenfield Consulting,Office Supplies,2026-06-18,2026-08-02,Net 30,4071.16,732.81,Valid
INV-01046,,Consulting,2026-01-18,2026-02-17,Net 45,3537.74,424.53,Missing Info
INV-00470,Crestline IT Services,Facilities,2025-10-08,2025-10-23,Net 45,904.55,162.82,Valid
INV-01277,Everline Facilities,Facilities,2025-03-28,2025-04-12,Net 60,3201.4,576.25,Valid
INV-01471,Apex Office Supplies,Office Supplies,2025-06-11,2025-07-09,Net 15,3019.02,543.42,Duplicate
INV-00688,Bluewave Logistics,Software License,2025-08-04,2025-09-03,Net 15,3062.9,551.32,Valid
INV-01377,Apex Office Supplies,Security,2025-10-14,2025-11-13,Net 30,3726.68,670.8,Valid
INV-00640,Junction Marketing Group,Office Supplies,2026-01-24,2026-03-10,Net 30,2461.75,443.12,Valid
INV-01293,Apex Office Supplies,Facilities,2026-06-20,2026-07-20,Net 45,3016.68,150.83,Valid
INV-01219,Falcon Freight Co,Office Supplies,2025-04-19,2025-06-03,Net 15,10.0,0.5,Valid
INV-01159,Junction Marketing Group,Facilities,2025-04-05,2025-04-20,Net 45,2214.65,398.64,Valid
INV-01303,Delta Print Solutions,Office Supplies,2025-02-24,2025-03-26,Net 15,,39.7,Missing Info
INV-01362,Junction Marketing Group,Facilities,2025-12-10,2026-01-24,Net 30,2759.74,331.17,Valid
INV-00801,Everline Facilities,Security,2026-04-26,2026-05-11,Net 60,3364.09,605.54,Valid
INV-00161,Junction Marketing Group,Logistics,2026-01-27,2026-02-26,Net 30,2447.7,293.72,Valid
INV-00957,Junction Marketing Group,Software License,2025-09-07,2025-10-07,Net 15,2699.19,323.9,Valid
INV-01187,Falcon Freight Co,Office Supplies,2026-03-07,2026-04-21,Net 15,687.89,82.55,Valid
INV-00822,Junction Marketing Group,IT Services,2026-05-02,2026-06-01,Net 30,2140.39,256.85,Valid
INV-01269,Greenfield Consulting,Software License,2026-01-05,2026-02-04,Net 30,4050.57,202.53,Valid
INV-00878,Everline Facilities,Marketing,2025-08-30,2025-10-14,Net 60,3901.51,195.08,Valid
INV-00914,Horizon Software Inc,Marketing,2026-01-04,2026-01-19,Net 45,1303.2,65.16,Valid
INV-00153,Ironclad Security,Logistics,2026-04-13,2026-04-28,Net 60,1754.41,315.79,Valid
INV-01372,Bluewave Logistics,Security,2025-12-13,2026-01-12,Net 30,4604.49,552.54,Valid
INV-00510,Horizon Software Inc,Marketing,2025-03-03,2025-04-02,Net 15,906.01,163.08,Valid
INV-01136,Horizon Software Inc,Security,2026-06-08,2026-07-23,Net 15,826.41,41.32,Valid
INV-01256,Bluewave Logistics,Consulting,2026-05-10,2026-06-09,Net 30,4110.15,205.51,Valid
INV-00104,Greenfield Consulting,IT Services,2025-10-02,2025-11-16,Net 45,4432.95,221.65,Valid
INV-00587,Apex Office Supplies,Office Supplies,2025-09-13,2025-09-28,Net 45,2851.11,342.13,Valid
INV-01327,Greenfield Consulting,IT Services,2026-05-16,2026-07-15,Net 15,4354.63,783.83,Valid
INV-01144,Ironclad Security,Software License,2025-11-07,2025-12-07,Net 30,1717.29,206.07,Valid
INV-00054,Everline Facilities,Software License,2025-06-15,2025-08-14,Net 15,2820.75,507.73,Valid
INV-00152,Apex Office Supplies,Security,2025-05-10,2025-06-24,Net 15,3637.43,181.87,Valid
INV-00404,Horizon Software Inc,Software License,2026-05-18,2026-06-17,Net 60,1333.63,160.04,Valid
INV-01453,Bluewave Logistics,Office Supplies,2026-03-26,2026-04-24,Net 30,4001.19,200.06,Duplicate
INV-00208,Ironclad Security,Security,2025-08-09,2025-10-08,Net 45,1115.42,133.85,Valid
INV-01416,Horizon Software Inc,Security,2026-01-03,2026-03-02,Net 15,1823.06,218.77,Duplicate
INV-01123,Crestline IT Services,Security,2025-01-05,2025-01-20,Net 45,1327.06,66.35,Valid
INV-00009,Delta Print Solutions,IT Services,2025-10-24,2025-11-08,Net 60,376.87,18.84,Valid
INV-01015,Horizon Software Inc,Office Supplies,2025-10-24,2025-11-23,Net 60,1259.43,62.97,Valid
INV-01342,Greenfield Consulting,Logistics,2025-03-18,2025-04-17,Net 45,4343.41,217.17,Valid
INV-01061,Junction Marketing Group,Facilities,2025-08-01,2025-08-16,Net 15,1970.77,354.74,Valid
INV-00453,Ironclad Security,IT Services,2026-06-08,2026-06-23,Net 45,1621.17,291.81,Valid
INV-00254,Horizon Software Inc,Marketing,2025-01-06,2025-01-21,Net 30,1348.07,67.4,Valid
INV-00897,Greenfield Consulting,Logistics,2025-11-08,2025-12-23,Net 60,4308.0,516.96,Valid
INV-01329,Greenfield Consulting,Office Supplies,2026-01-02,2026-03-03,Net 15,,224.1,Missing Info
INV-00881,Delta Print Solutions,,2025-06-06,2025-08-05,Net 60,643.34,77.2,Missing Info
INV-01429,Junction Marketing Group,IT Services,2025-05-24,2025-07-20,Net 45,2950.9,147.55,Duplicate
INV-00624,Bluewave Logistics,Logistics,2025-09-16,2025-11-15,Net 30,3121.75,561.91,Valid
INV-00346,Falcon Freight Co,IT Services,2025-08-30,2025-09-14,Net 60,1786.54,321.58,Valid
INV-01285,Falcon Freight Co,Software License,2026-04-11,2026-04-26,Net 60,72.23,3.61,Valid
INV-00263,Crestline IT Services,Facilities,2025-02-15,2025-04-01,Net 30,1216.69,219.0,Valid
INV-00151,Horizon Software Inc,,2026-01-26,2026-03-27,Net 60,1505.96,271.07,Missing Info
INV-00473,Delta Print Solutions,Consulting,2026-05-04,2026-05-19,Net 60,1953.04,97.65,Valid
INV-00641,Horizon Software Inc,Security,2026-05-15,2026-05-30,Net 15,1321.39,158.57,Valid
INV-01487,Junction Marketing Group,Logistics,2025-03-06,2025-05-04,Net 30,2522.67,454.08,Duplicate
INV-01409,Greenfield Consulting,Facilities,2026-02-03,2026-04-02,Net 15,4152.8,747.5,Duplicate
INV-00551,Horizon Software Inc,Consulting,2025-01-12,2025-02-26,Net 15,852.74,42.64,Valid
INV-00929,Ironclad Security,Facilities,2025-01-20,2025-02-19,Net 45,2732.08,491.77,Valid
INV-00489,Bluewave Logistics,Consulting,2025-11-14,2025-11-29,Net 30,3456.25,622.12,Valid
INV-01355,Falcon Freight Co,Security,2026-03-08,2026-05-07,Net 30,457.92,82.43,Valid
INV-01172,Apex Office Supplies,Marketing,2025-02-26,2025-03-13,Net 15,2013.47,241.62,Valid
INV-00147,Falcon Freight Co,Marketing,2026-06-04,2026-07-19,Net 45,1495.1,74.75,Valid
INV-00403,Bluewave Logistics,Office Supplies,2025-12-15,2026-02-13,Net 45,4406.1,528.73,Valid
INV-00955,Greenfield Consulting,IT Services,2025-04-20,2025-06-04,Net 45,4277.84,770.01,Valid
INV-01404,Greenfield Consulting,Software License,2026-02-18,2026-03-03,Net 30,4206.58,757.18,Duplicate
INV-00660,Ironclad Security,Logistics,2025-07-01,2025-07-31,Net 15,1505.59,271.01,Valid
INV-00464,Horizon Software Inc,IT Services,2025-12-02,2025-12-17,Net 60,1573.9,283.3,Valid
INV-00187,Junction Marketing Group,Logistics,2025-01-03,2025-02-17,Net 45,2772.85,138.64,Valid
INV-01148,Apex Office Supplies,Facilities,2025-02-16,2025-03-18,Net 15,925.88,111.11,Valid
INV-01225,Everline Facilities,Security,2025-06-07,2025-06-22,Net 60,2979.19,357.5,Valid
INV-00609,Greenfield Consulting,Consulting,2025-02-25,2025-03-27,Net 45,4642.12,232.11,Valid
INV-00144,Horizon Software Inc,Marketing,2025-05-01,2025-05-31,Net 45,1468.16,176.18,Valid
INV-00752,Apex Office Supplies,Logistics,2026-06-07,2026-07-07,Net 15,3540.98,637.38,Valid
INV-00982,Junction Marketing Group,Security,2025-11-08,2025-12-23,Net 30,2638.48,131.92,Valid
INV-00198,Greenfield Consulting,Software License,2026-03-02,2026-03-17,Net 45,4407.95,528.95,Valid
INV-00884,Falcon Freight Co,Facilities,2025-03-11,2025-03-26,Net 30,10.0,0.5,Valid
INV-00280,Crestline IT Services,IT Services,2026-05-27,2026-07-26,Net 45,1057.13,190.28,Valid
INV-00294,Ironclad Security,Facilities,2025-06-22,2025-07-22,Net 15,1774.6,88.73,Valid
INV-01363,Bluewave Logistics,Consulting,2026-04-11,2026-04-26,Net 15,3479.62,417.55,Valid
INV-00401,Ironclad Security,Logistics,2025-12-06,2026-02-04,Net 15,2593.99,466.92,Valid
INV-00123,Horizon Software Inc,Software License,2026-03-30,2026-05-14,Net 45,1504.01,270.72,Valid
INV-01208,Crestline IT Services,Office Supplies,2025-09-24,2025-10-09,Net 30,1288.65,154.64,Valid
INV-00203,Bluewave Logistics,Security,2026-06-04,2026-07-04,Net 30,3542.04,177.1,Valid
INV-00836,Apex Office Supplies,Marketing,2026-02-02,2026-04-03,Net 15,1760.21,316.84,Valid
INV-00247,Crestline IT Services,Office Supplies,2025-07-24,2025-08-23,Net 60,524.02,62.88,Valid
INV-01421,Ironclad Security,Office Supplies,2026-04-15,2026-04-25,Net 45,2122.13,254.66,Duplicate
INV-01407,Greenfield Consulting,IT Services,2025-10-07,2025-11-16,Net 45,4432.95,221.65,Duplicate
INV-01154,Junction Marketing Group,Software License,2025-01-23,2025-03-09,Net 45,2703.07,324.37,Valid
INV-00385,Horizon Software Inc,Facilities,2026-05-18,2026-07-17,Net 30,954.07,47.7,Valid
INV-01321,Everline Facilities,Consulting,2025-09-14,2025-11-13,Net 45,2839.64,340.76,Valid
INV-00855,Delta Print Solutions,Marketing,2025-01-12,2025-03-13,Net 15,636.39,31.82,Valid
INV-00220,Crestline IT Services,Software License,2026-04-17,2026-06-01,Net 15,1334.7,66.73,Valid
INV-00642,Bluewave Logistics,Consulting,2025-09-25,2025-11-09,Net 45,3781.45,189.07,Valid
INV-00002,Bluewave Logistics,Office Supplies,2025-03-31,2025-05-30,Net 15,3957.09,197.85,Valid
INV-00113,Everline Facilities,Consulting,2025-09-15,2025-10-15,Net 45,3264.37,163.22,Valid
INV-00699,Apex Office Supplies,IT Services,2025-01-06,2025-03-07,Net 45,2156.62,388.19,Valid
INV-01430,Bluewave Logistics,Consulting,2025-11-19,2025-11-29,Net 30,3456.25,622.12,Duplicate
INV-00952,Greenfield Consulting,Security,2025-07-07,2025-08-21,Net 60,4693.77,563.25,Valid
INV-01316,Greenfield Consulting,IT Services,2025-08-28,2025-09-12,Net 30,,545.88,Missing Info
INV-01292,Junction Marketing Group,Facilities,2026-02-23,2026-03-10,Net 45,,122.05,Missing Info
INV-01352,Junction Marketing Group,Office Supplies,2025-04-14,2025-05-29,Net 60,2160.17,388.83,Valid
INV-00442,Ironclad Security,Software License,2025-11-17,2026-01-16,Net 15,1385.29,249.35,Valid
INV-01137,Bluewave Logistics,Consulting,2025-09-14,2025-11-13,Net 30,3462.31,415.48,Valid
INV-01257,Junction Marketing Group,Security,2026-05-19,2026-06-03,Net 45,2111.84,253.42,Valid
INV-00664,Delta Print Solutions,Facilities,2025-08-03,2025-09-17,Net 30,,298.71,Missing Info
INV-01371,Everline Facilities,Logistics,2025-04-14,2025-04-29,Net 60,3980.4,716.47,Valid
INV-01258,Delta Print Solutions,Facilities,2025-08-03,2025-08-18,Net 45,537.89,26.89,Valid
INV-01330,Horizon Software Inc,Office Supplies,2026-01-15,2026-02-14,Net 30,979.09,117.49,Valid
INV-00318,Junction Marketing Group,Security,2025-11-12,2025-11-27,Net 45,2237.99,402.84,Valid
INV-00649,Falcon Freight Co,Office Supplies,2025-05-02,2025-07-01,Net 15,37.37,6.73,Valid
INV-00710,Junction Marketing Group,Consulting,2025-03-25,,Net 45,2387.85,119.39,Missing Info
INV-01283,Junction Marketing Group,Marketing,2025-08-28,2025-10-12,Net 30,2525.0,303.0,Valid
INV-00973,Greenfield Consulting,Logistics,2026-04-12,2026-06-11,Net 60,4191.05,754.39,Valid
